epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,582.277,1.1457,1.00372,1.18853,0.74518,0.70812,0.75986,0.50301,1.15612,0.99037,1.13063,0.0012476,0.0012476,0.0012476
40,597.045,1.14393,0.99916,1.18511,0.80309,0.65842,0.74779,0.48974,1.15473,1.05525,1.14216,0.0012278,0.0012278,0.0012278
41,611.805,1.12244,0.98639,1.17993,0.77452,0.68547,0.7652,0.5046,1.12442,0.99641,1.10418,0.001208,0.001208,0.001208
42,626.705,1.10966,0.98785,1.18323,0.7777,0.67489,0.75872,0.49969,1.16026,0.96993,1.12011,0.0011882,0.0011882,0.0011882
43,642.543,1.14101,0.99153,1.18513,0.79496,0.69058,0.75557,0.49861,1.15034,1.02054,1.11992,0.0011684,0.0011684,0.0011684
44,658.394,1.13143,0.97938,1.1821,0.77806,0.6704,0.75309,0.50111,1.15142,0.98461,1.10925,0.0011486,0.0011486,0.0011486
45,674.007,1.12617,0.95111,1.17638,0.74777,0.71788,0.76179,0.49571,1.16105,0.94458,1.12985,0.0011288,0.0011288,0.0011288
46,689.583,1.10569,0.9495,1.16511,0.75438,0.70404,0.75706,0.49843,1.13957,0.97834,1.12009,0.001109,0.001109,0.001109
47,705.128,1.09137,0.93893,1.16092,0.79613,0.67421,0.76523,0.51357,1.1263,0.97881,1.12944,0.0010892,0.0010892,0.0010892
48,720.677,1.10513,0.9499,1.15763,0.73003,0.72646,0.76364,0.51885,1.121,0.9638,1.12956,0.0010694,0.0010694,0.0010694
49,736.48,1.07323,0.91112,1.15784,0.75181,0.71993,0.76546,0.5113,1.11595,0.98464,1.11064,0.0010496,0.0010496,0.0010496
50,752.564,1.06719,0.92534,1.15078,0.74785,0.71525,0.75178,0.50365,1.13576,0.95829,1.12375,0.0010298,0.0010298,0.0010298
51,768.359,1.08558,0.90033,1.16631,0.7937,0.71525,0.78478,0.51442,1.14958,0.96691,1.14427,0.00101,0.00101,0.00101
52,784.397,1.08939,0.90886,1.15561,0.76052,0.73339,0.76222,0.49147,1.18522,0.98567,1.1259,0.0009902,0.0009902,0.0009902
53,800.567,1.06262,0.89155,1.14438,0.77752,0.67265,0.75419,0.48751,1.16353,1.0138,1.14415,0.0009704,0.0009704,0.0009704
54,816.523,1.05539,0.88561,1.13857,0.77224,0.70852,0.77957,0.51184,1.14468,0.9494,1.13591,0.0009506,0.0009506,0.0009506
55,832.823,1.07854,0.91182,1.15316,0.72621,0.76457,0.77259,0.53083,1.09055,0.9432,1.10683,0.0009308,0.0009308,0.0009308
56,849.417,1.04965,0.90689,1.14967,0.79384,0.69067,0.77419,0.51433,1.1328,0.95124,1.13598,0.000911,0.000911,0.000911
57,865.584,1.06381,0.88702,1.13744,0.75668,0.75305,0.79098,0.52568,1.12522,0.93836,1.11625,0.0008912,0.0008912,0.0008912
58,881.651,1.0503,0.86391,1.13631,0.75052,0.72422,0.77773,0.51623,1.13293,0.93503,1.11962,0.0008714,0.0008714,0.0008714
59,897.519,1.03644,0.84287,1.12877,0.76094,0.72084,0.7678,0.52139,1.10284,0.94972,1.10864,0.0008516,0.0008516,0.0008516
60,913.608,1.03915,0.8661,1.129,0.77952,0.71525,0.76276,0.5179,1.09962,0.93542,1.10594,0.0008318,0.0008318,0.0008318
61,929.83,1.00973,0.81974,1.11881,0.76582,0.72422,0.76145,0.50956,1.13854,0.94774,1.13413,0.000812,0.000812,0.000812
62,946.094,1.02645,0.82269,1.12618,0.76746,0.76217,0.77903,0.52952,1.10428,0.93878,1.1028,0.0007922,0.0007922,0.0007922
63,962.574,1.05117,0.85643,1.14839,0.79299,0.73007,0.80636,0.54767,1.10543,0.89667,1.11328,0.0007724,0.0007724,0.0007724
64,978.686,1.0328,0.83184,1.13272,0.78421,0.73334,0.78289,0.53131,1.12749,0.94181,1.11012,0.0007526,0.0007526,0.0007526
65,994.632,1.01252,0.82547,1.12364,0.8025,0.73318,0.78946,0.52749,1.12682,0.93825,1.11136,0.0007328,0.0007328,0.0007328
66,1010.46,1.03033,0.82415,1.12381,0.79152,0.72646,0.77853,0.52354,1.11324,0.94198,1.11742,0.000713,0.000713,0.000713
67,1026.5,1.00036,0.82138,1.11139,0.80498,0.7287,0.78559,0.54398,1.07616,0.89685,1.10139,0.0006932,0.0006932,0.0006932
68,1042.31,1.02111,0.80378,1.12162,0.80421,0.69955,0.78073,0.53968,1.05573,0.90826,1.09523,0.0006734,0.0006734,0.0006734
69,1058.13,1.00428,0.80702,1.11315,0.75878,0.73094,0.77734,0.52248,1.11537,0.9161,1.10091,0.0006536,0.0006536,0.0006536
70,1074.02,1.00434,0.78482,1.11446,0.76897,0.75785,0.79035,0.52705,1.11764,0.89975,1.10956,0.0006338,0.0006338,0.0006338
71,1090.33,1.00111,0.78822,1.11083,0.81527,0.69267,0.78039,0.52812,1.13003,0.91374,1.12154,0.000614,0.000614,0.000614
72,1106.54,0.98696,0.77105,1.10244,0.78518,0.73758,0.79246,0.53049,1.12905,0.90879,1.12583,0.0005942,0.0005942,0.0005942
73,1121.34,0.98371,0.77131,1.09722,0.78746,0.74215,0.80111,0.54127,1.13046,0.90869,1.1227,0.0005744,0.0005744,0.0005744
74,1135.96,0.99449,0.77553,1.11251,0.7733,0.74664,0.7883,0.52816,1.1034,0.91269,1.11884,0.0005546,0.0005546,0.0005546
75,1150.68,0.97382,0.77421,1.09227,0.7772,0.74303,0.78429,0.53246,1.08198,0.90265,1.09079,0.0005348,0.0005348,0.0005348
76,1165.37,0.96924,0.78098,1.09807,0.77445,0.73139,0.77939,0.52826,1.10555,0.91879,1.10442,0.000515,0.000515,0.000515
77,1179.99,0.97469,0.75618,1.09214,0.76175,0.7713,0.77593,0.52287,1.09335,0.90653,1.09866,0.0004952,0.0004952,0.0004952
78,1194.68,0.96414,0.74303,1.08812,0.7883,0.73991,0.78823,0.53565,1.09049,0.90673,1.11162,0.0004754,0.0004754,0.0004754
79,1209.35,0.95229,0.74882,1.0821,0.76152,0.78758,0.80538,0.54253,1.09285,0.88559,1.11555,0.0004556,0.0004556,0.0004556
80,1223.89,0.98244,0.75283,1.09844,0.78763,0.75785,0.79838,0.5345,1.12602,0.86952,1.12037,0.0004358,0.0004358,0.0004358
81,1239.14,0.94001,0.72478,1.07162,0.78892,0.73745,0.79388,0.53816,1.10802,0.90083,1.10298,0.000416,0.000416,0.000416
82,1255.27,0.94551,0.73583,1.07908,0.80359,0.73991,0.79482,0.53394,1.1078,0.87235,1.1192,0.0003962,0.0003962,0.0003962
83,1271.06,0.95354,0.73627,1.08375,0.78824,0.75116,0.79415,0.54149,1.07701,0.8578,1.08629,0.0003764,0.0003764,0.0003764
84,1286.58,0.93485,0.71505,1.07028,0.81188,0.71605,0.78885,0.54031,1.09031,0.88436,1.09615,0.0003566,0.0003566,0.0003566
85,1302.65,0.93241,0.70518,1.07385,0.80249,0.76522,0.79668,0.54693,1.07095,0.8833,1.08485,0.0003368,0.0003368,0.0003368
86,1318.94,0.93091,0.71497,1.06591,0.82877,0.71525,0.79318,0.54283,1.08421,0.87141,1.09235,0.000317,0.000317,0.000317
87,1334.88,0.93093,0.70103,1.07131,0.80285,0.73767,0.79867,0.55273,1.08685,0.86154,1.10029,0.0002972,0.0002972,0.0002972
88,1350.82,0.92241,0.70381,1.06883,0.81616,0.7287,0.79091,0.54267,1.09,0.84765,1.10893,0.0002774,0.0002774,0.0002774
89,1366.68,0.9229,0.69627,1.0597,0.80932,0.77578,0.80519,0.54881,1.09584,0.85265,1.10827,0.0002576,0.0002576,0.0002576
90,1382.54,0.91785,0.69433,1.06875,0.81302,0.74664,0.79491,0.54728,1.08657,0.86347,1.10347,0.0002378,0.0002378,0.0002378
91,1425.11,0.84222,0.62067,1.00719,0.80164,0.75112,0.79781,0.54359,1.11936,0.83317,1.12269,0.000218,0.000218,0.000218
92,1441.01,0.82766,0.5858,1.00028,0.78104,0.7598,0.79831,0.54948,1.10065,0.85847,1.11143,0.0001982,0.0001982,0.0001982
93,1456.83,0.82217,0.57682,0.99879,0.75525,0.76457,0.79089,0.54487,1.0953,0.86319,1.11557,0.0001784,0.0001784,0.0001784
94,1472.75,0.82242,0.57581,1.00232,0.78583,0.76457,0.79492,0.54245,1.09553,0.85174,1.10781,0.0001586,0.0001586,0.0001586
95,1488.52,0.8233,0.57174,0.99816,0.82404,0.713,0.79724,0.54531,1.09615,0.84959,1.10762,0.0001388,0.0001388,0.0001388
96,1504.02,0.80913,0.56786,0.99166,0.78234,0.75753,0.79919,0.55085,1.07678,0.83406,1.09797,0.000119,0.000119,0.000119
97,1519.81,0.8049,0.55749,0.98904,0.82494,0.7287,0.80104,0.54845,1.07609,0.84149,1.09659,9.92e-05,9.92e-05,9.92e-05
98,1535.33,0.78593,0.55463,0.98306,0.83055,0.73094,0.80144,0.5489,1.07065,0.8342,1.09816,7.94e-05,7.94e-05,7.94e-05
99,1550.79,0.79254,0.5458,0.98981,0.78774,0.75785,0.8033,0.5506,1.07037,0.83543,1.09572,5.96e-05,5.96e-05,5.96e-05
100,1565.38,0.79275,0.54183,0.98108,0.81735,0.72422,0.79747,0.5522,1.0717,0.82666,1.09483,3.98e-05,3.98e-05,3.98e-05
